"","slug_game","medal_type","name","gender","discipline","event","country_code","country_long"
"262","beijing-2022","silver","Federico PELLEGRINO","Men","Cross Country Skiing","Men's Sprint Free","ITA","Italy"
"263","beijing-2022","bronze","Alexander TERENTEV","Men","Cross Country Skiing","Men's Sprint Free","ROC","ROC"
"264","beijing-2022","gold","Johannes Hoesflot KLAEBO","Men","Cross Country Skiing","Men's Sprint Free","NOR","Norway"
"265","beijing-2022","bronze","Min Seok KIM","Men","Speed skating","Men's 1500m","KOR","Republic of Korea"
"266","beijing-2022","gold","Kjeld NUIS","Men","Speed skating","Men's 1500m","NED","Netherlands"
"267","beijing-2022","silver","Thomas KROL","Men","Speed skating","Men's 1500m","NED","Netherlands"
"268","beijing-2022","silver","Jutta LEERDAM","Women","Speed skating","Women's 1000m","NED","Netherlands"
"269","beijing-2022","gold","Miho TAKAGI","Women","Speed skating","Women's 1000m","JPN","Japan"
"270","beijing-2022","bronze","Brittany BOWE","Women","Speed skating","Women's 1000m","USA","United States of America"
"271","beijing-2022","gold","Canada","Women","Speed skating","Women's Team Pursuit","CAN","Canada"
"272","beijing-2022","silver","Japan","Women","Speed skating","Women's Team Pursuit","JPN","Japan"
"273","beijing-2022","bronze","Netherlands","Women","Speed skating","Women's Team Pursuit","NED","Netherlands"
"274","beijing-2022","silver","Laurent DUBREUIL","Men","Speed skating","Men's 1000m","CAN","Canada"
"275","beijing-2022","bronze","Havard LORENTZEN","Men","Speed skating","Men's 1000m","NOR","Norway"
"276","beijing-2022","gold","Thomas KROL","Men","Speed skating","Men's 1000m","NED","Netherlands"
"277","beijing-2022","bronze","Francesca LOLLOBRIGIDA","Women","Speed skating","Women's Mass Start","ITA","Italy"
"278","beijing-2022","silver","Ivanie BLONDIN","Women","Speed skating","Women's Mass Start","CAN","Canada"
"279","beijing-2022","gold","Irene SCHOUTEN","Women","Speed skating","Women's Mass Start","NED","Netherlands"
"280","beijing-2022","silver","Patrick ROEST","Men","Speed skating","Men's 5000m","NED","Netherlands"
"281","beijing-2022","gold","Nils VAN DER POEL","Men","Speed skating","Men's 5000m","SWE","Sweden"
"282","beijing-2022","bronze","Hallgeir ENGEBRAATEN","Men","Speed skating","Men's 5000m","NOR","Norway"
"283","beijing-2022","bronze","Martina SABLIKOVA","Women","Speed skating","Women's 5000m","CZE","Czech Republic"
"284","beijing-2022","silver","Isabelle WEIDEMANN","Women","Speed skating","Women's 5000m","CAN","Canada"
"285","beijing-2022","gold","Irene SCHOUTEN","Women","Speed skating","Women's 5000m","NED","Netherlands"
"286","beijing-2022","bronze","Isabelle WEIDEMANN","Women","Speed skating","Women's 3000m","CAN","Canada"
"287","beijing-2022","silver","Francesca LOLLOBRIGIDA","Women","Speed skating","Women's 3000m","ITA","Italy"
"288","beijing-2022","gold","Irene SCHOUTEN","Women","Speed skating","Women's 3000m","NED","Netherlands"
"289","beijing-2022","bronze","Davide GHIOTTO","Men","Speed skating","Men's 10000m","ITA","Italy"
"290","beijing-2022","gold","Nils VAN DER POEL","Men","Speed skating","Men's 10000m","SWE","Sweden"
"291","beijing-2022","silver","Patrick ROEST","Men","Speed skating","Men's 10000m","NED","Netherlands"
"292","beijing-2022","silver","Jaewon CHUNG","Men","Speed skating","Men's Mass Start","KOR","Republic of Korea"
"293","beijing-2022","gold","Bart SWINGS","Men","Speed skating","Men's Mass Start","BEL","Belgium"
"294","beijing-2022","bronze","Seung Hoon LEE","Men","Speed skating","Men's Mass Start","KOR","Republic of Korea"
"295","beijing-2022","gold","Norway","Men","Speed skating","Men's Team Pursuit","NOR","Norway"
"296","beijing-2022","silver","ROC","Men","Speed skating","Men's Team Pursuit","ROC","ROC"
"297","beijing-2022","bronze","United States of America","Men","Speed skating","Men's Team Pursuit","USA","United States of America"
"298","beijing-2022","silver","Miho TAKAGI","Women","Speed skating","Women's 1500m","JPN","Japan"
"299","beijing-2022","bronze","Antoinette DE JONG","Women","Speed skating","Women's 1500m","NED","Netherlands"
"300","beijing-2022","gold","Ireen WÜST","Women","Speed skating","Women's 1500m","NED","Netherlands"
"301","beijing-2022","gold","Erin JACKSON","Women","Speed skating","Women's 500m","USA","United States of America"
"302","beijing-2022","bronze","Angelina GOLIKOVA","Women","Speed skating","Women's 500m","ROC","ROC"
"303","beijing-2022","silver","Miho TAKAGI","Women","Speed skating","Women's 500m","JPN","Japan"
"304","beijing-2022","gold","Tingyu GAO","Men","Speed skating","Men's 500m","CHN","People's Republic of China"
"305","beijing-2022","silver","Min Kyu CHA","Men","Speed skating","Men's 500m","KOR","Republic of Korea"
"306","beijing-2022","bronze","Wataru MORISHIGE","Men","Speed skating","Men's 500m","JPN","Japan"
"307","beijing-2022","silver","Joergen GRAABAK","Men","Nordic Combined","Individual Gundersen Normal Hill/10km","NOR","Norway"
"308","beijing-2022","gold","Vinzenz GEIGER","Men","Nordic Combined","Individual Gundersen Normal Hill/10km","GER","Germany"
"309","beijing-2022","bronze","Lukas GREIDERER","Men","Nordic Combined","Individual Gundersen Normal Hill/10km","AUT","Austria"
"310","beijing-2022","bronze","Akito WATABE","Men","Nordic Combined","Individual Gundersen Large Hill/10km","JPN","Japan"
"311","beijing-2022","gold","Joergen GRAABAK","Men","Nordic Combined","Individual Gundersen Large Hill/10km","NOR","Norway"
"312","beijing-2022","silver","Jens Luraas OFTEBRO","Men","Nordic Combined","Individual Gundersen Large Hill/10km","NOR","Norway"
"313","beijing-2022","gold","Norway","Men","Nordic Combined","Team Gundersen Large Hill/4x5km","NOR","Norway"
"314","beijing-2022","silver","Germany","Men","Nordic Combined","Team Gundersen Large Hill/4x5km","GER","Germany"
"315","beijing-2022","bronze","Japan","Men","Nordic Combined","Team Gundersen Large Hill/4x5km","JPN","Japan"
"316","beijing-2022","gold","Germany","Open","Bobsleigh","4-man","GER","Germany"
"317","beijing-2022","silver","Germany","Open","Bobsleigh","4-man","GER","Germany"
"318","beijing-2022","bronze","Canada","Open","Bobsleigh","4-man","CAN","Canada"
"319","beijing-2022","silver","Elana MEYERS TAYLOR","Women","Bobsleigh","Women's Monobob","USA","United States of America"
"320","beijing-2022","bronze","Christine DE BRUIN","Women","Bobsleigh","Women's Monobob","CAN","Canada"
"321","beijing-2022","gold","Kaillie HUMPHRIES","Women","Bobsleigh","Women's Monobob","USA","United States of America"
"322","beijing-2022","gold","Germany","Men","Bobsleigh","2-man","GER","Germany"
"323","beijing-2022","silver","Germany","Men","Bobsleigh","2-man","GER","Germany"
"324","beijing-2022","bronze","Germany","Men","Bobsleigh","2-man","GER","Germany"
"325","beijing-2022","gold","Germany","Women","Bobsleigh","2-woman","GER","Germany"
"326","beijing-2022","silver","Germany","Women","Bobsleigh","2-woman","GER","Germany"
"327","beijing-2022","bronze","United States of America","Women","Bobsleigh","2-woman","USA","United States of America"
"328","tokyo-2020","gold","Spain","Mixed","Shooting","Trap Mixed Team","ESP","Spain"
"329","tokyo-2020","silver","San Marino","Mixed","Shooting","Trap Mixed Team","SMR","San Marino"
"330","tokyo-2020","bronze","United States of America","Mixed","Shooting","Trap Mixed Team","USA","United States of America"
"331","tokyo-2020","silver","Yulia ZYKOVA","Women","Shooting","50m Rifle 3 Positions women","ROC","ROC"
"332","tokyo-2020","bronze","Yulia KARIMOVA","Women","Shooting","50m Rifle 3 Positions women","ROC","ROC"
"333","tokyo-2020","gold","Nina CHRISTEN","Women","Shooting","50m Rifle 3 Positions women","SUI","Switzerland"
"334","tokyo-2020","bronze","Milenko SEBIC","Men","Shooting","50m Rifle 3 Positions Men","SRB","Serbia"
"335","tokyo-2020","gold","Changhong ZHANG","Men","Shooting","50m Rifle 3 Positions Men","CHN","People's Republic of China"
"336","tokyo-2020","silver","Sergey KAMENSKIY","Men","Shooting","50m Rifle 3 Positions Men","ROC","ROC"
"337","tokyo-2020","gold","Jean QUIQUAMPOIX","Men","Shooting","25m Rapid Fire Pistol Men","FRA","France"
"338","tokyo-2020","silver","Leuris PUPO","Men","Shooting","25m Rapid Fire Pistol Men","CUB","Cuba"
"339","tokyo-2020","bronze","Yuehong LI","Men","Shooting","25m Rapid Fire Pistol Men","CHN","People's Republic of China"
"340","tokyo-2020","bronze","Haoran YANG","Men","Shooting","10m Air Rifle Men","CHN","People's Republic of China"
"341","tokyo-2020","silver","Lihao SHENG","Men","Shooting","10m Air Rifle Men","CHN","People's Republic of China"
"342","tokyo-2020","gold","William SHANER","Men","Shooting","10m Air Rifle Men","USA","United States of America"
"343","tokyo-2020","bronze","Nina CHRISTEN","Women","Shooting","10m Air Rifle women","SUI","Switzerland"
"344","tokyo-2020","gold","Qian YANG","Women","Shooting","10m Air Rifle women","CHN","People's Republic of China"
"345","tokyo-2020","silver","Anastasiia GALASHINA","Women","Shooting","10m Air Rifle women","ROC","ROC"
"346","tokyo-2020","gold","Jiri LIPTAK","Men","Shooting","Trap Men","CZE","Czech Republic"
"347","tokyo-2020","silver","David KOSTELECKY","Men","Shooting","Trap Men","CZE","Czech Republic"
"348","tokyo-2020","bronze","Matthew John COWARD HOLLEY","Men","Shooting","Trap Men","GBR","Great Britain"
"349","tokyo-2020","silver","Diana BACOSI","Women","Shooting","Skeet women","ITA","Italy"
"350","tokyo-2020","bronze","Meng WEI","Women","Shooting","Skeet women","CHN","People's Republic of China"
"351","tokyo-2020","gold","Amber ENGLISH","Women","Shooting","Skeet women","USA","United States of America"
"352","tokyo-2020","bronze","Alessandra PERILLI","Women","Shooting","Trap women","SMR","San Marino"
"353","tokyo-2020","gold","Zuzana STEFECEKOVA","Women","Shooting","Trap women","SVK","Slovakia"
"354","tokyo-2020","silver","Kayle BROWNING","Women","Shooting","Trap women","USA","United States of America"
"355","tokyo-2020","gold","Vitalina BATSARASHKINA","Women","Shooting","10m Air Pistol women","ROC","ROC"
"356","tokyo-2020","silver","Antoaneta BONEVA","Women","Shooting","10m Air Pistol women","BUL","Bulgaria"
"357","tokyo-2020","bronze","Ranxin JIANG","Women","Shooting","10m Air Pistol women","CHN","People's Republic of China"
"358","tokyo-2020","gold","People's Republic of China","Mixed","Shooting","10m Air Rifle Mixed Team","CHN","People's Republic of China"
"359","tokyo-2020","silver","United States of America","Mixed","Shooting","10m Air Rifle Mixed Team","USA","United States of America"
"360","tokyo-2020","bronze","ROC","Mixed","Shooting","10m Air Rifle Mixed Team","ROC","ROC"
"361","tokyo-2020","bronze","Jiaruixuan XIAO","Women","Shooting","25m Pistol Women","CHN","People's Republic of China"
"362","tokyo-2020","gold","Vitalina BATSARASHKINA","Women","Shooting","25m Pistol Women","ROC","ROC"
"363","tokyo-2020","silver","Minjung KIM","Women","Shooting","25m Pistol Women","KOR","Republic of Korea"
"364","tokyo-2020","silver","Damir MIKEC","Men","Shooting","10m Air Pistol Men","SRB","Serbia"
"365","tokyo-2020","bronze","Wei PANG","Men","Shooting","10m Air Pistol Men","CHN","People's Republic of China"
"366","tokyo-2020","gold","Javad FOROUGHI","Men","Shooting","10m Air Pistol Men","IRI","Islamic Republic of Iran"
"367","tokyo-2020","gold","People's Republic of China","Mixed","Shooting","10m Air Pistol Mixed Team","CHN","People's Republic of China"
"368","tokyo-2020","silver","ROC","Mixed","Shooting","10m Air Pistol Mixed Team","ROC","ROC"
"369","tokyo-2020","bronze","Ukraine","Mixed","Shooting","10m Air Pistol Mixed Team","UKR","Ukraine"
"370","tokyo-2020","bronze","Abdullah ALRASHIDI","Men","Shooting","Skeet Men","KUW","Kuwait"
"371","tokyo-2020","gold","Vincent HANCOCK","Men","Shooting","Skeet Men","USA","United States of America"
"372","tokyo-2020","silver","Jesper HANSEN","Men","Shooting","Skeet Men","DEN","Denmark"
"373","tokyo-2020","gold","People's Republic of China","Men","Diving","Men's Synchronised 3m Springboard","CHN","People's Republic of China"
"374","tokyo-2020","silver","United States of America","Men","Diving","Men's Synchronised 3m Springboard","USA","United States of America"
"375","tokyo-2020","bronze","Germany","Men","Diving","Men's Synchronised 3m Springboard","GER","Germany"
"376","tokyo-2020","gold","People's Republic of China","Women","Diving","Women's Synchronised 3m Springboard","CHN","People's Republic of China"
"377","tokyo-2020","silver","Canada","Women","Diving","Women's Synchronised 3m Springboard","CAN","Canada"
"378","tokyo-2020","bronze","Germany","Women","Diving","Women's Synchronised 3m Springboard","GER","Germany"
"379","tokyo-2020","gold","Great Britain","Men","Diving","Men's Synchronised 10m Platform","GBR","Great Britain"
"380","tokyo-2020","silver","People's Republic of China","Men","Diving","Men's Synchronised 10m Platform","CHN","People's Republic of China"
"381","tokyo-2020","bronze","ROC","Men","Diving","Men's Synchronised 10m Platform","ROC","ROC"
"382","tokyo-2020","bronze","Jack LAUGHER","Men","Diving","Men's 3m Springboard","GBR","Great Britain"
"383","tokyo-2020","silver","Zongyuan WANG","Men","Diving","Men's 3m Springboard","CHN","People's Republic of China"
"384","tokyo-2020","gold","Siyi XIE","Men","Diving","Men's 3m Springboard","CHN","People's Republic of China"
"385","tokyo-2020","gold","People's Republic of China","Women","Diving","Women's Synchronised 10m Platform","CHN","People's Republic of China"
"386","tokyo-2020","silver","United States of America","Women","Diving","Women's Synchronised 10m Platform","USA","United States of America"
"387","tokyo-2020","bronze","Mexico","Women","Diving","Women's Synchronised 10m Platform","MEX","Mexico"
"388","tokyo-2020","silver","Yuxi CHEN","Women","Diving","Women's 10m Platform","CHN","People's Republic of China"
"389","tokyo-2020","bronze","Melissa WU","Women","Diving","Women's 10m Platform","AUS","Australia"
"390","tokyo-2020","gold","Hongchan QUAN","Women","Diving","Women's 10m Platform","CHN","People's Republic of China"
"391","tokyo-2020","bronze","Thomas DALEY","Men","Diving","Men's 10m Platform","GBR","Great Britain"
"392","tokyo-2020","silver","Jian YANG","Men","Diving","Men's 10m Platform","CHN","People's Republic of China"
"393","tokyo-2020","gold","Yuan CAO","Men","Diving","Men's 10m Platform","CHN","People's Republic of China"
"394","tokyo-2020","silver","Han WANG","Women","Diving","Women's 3m Springboard","CHN","People's Republic of China"
"395","tokyo-2020","gold","Tingmao SHI","Women","Diving","Women's 3m Springboard","CHN","People's Republic of China"
"396","tokyo-2020","bronze","Krysta PALMER","Women","Diving","Women's 3m Springboard","USA","United States of America"
"397","tokyo-2020","silver","Laurence VINCENT-LAPOINTE","Women","Canoe Sprint","Women's Canoe Single 200m","CAN","Canada"
"398","tokyo-2020","bronze","Liudmyla LUZAN","Women","Canoe Sprint","Women's Canoe Single 200m","UKR","Ukraine"
"399","tokyo-2020","gold","Nevin HARRISON","Women","Canoe Sprint","Women's Canoe Single 200m","USA","United States of America"
"400","tokyo-2020","gold","Cuba","Men","Canoe Sprint","Men's Canoe Double 1000m","CUB","Cuba"
"401","tokyo-2020","silver","People's Republic of China","Men","Canoe Sprint","Men's Canoe Double 1000m","CHN","People's Republic of China"
"402","tokyo-2020","bronze","Germany","Men","Canoe Sprint","Men's Canoe Double 1000m","GER","Germany"
"403","tokyo-2020","gold","Germany","Men","Canoe Sprint","Men's Kayak Four 500m","GER","Germany"
"404","tokyo-2020","silver","Spain","Men","Canoe Sprint","Men's Kayak Four 500m","ESP","Spain"
"405","tokyo-2020","bronze","Slovakia","Men","Canoe Sprint","Men's Kayak Four 500m","SVK","Slovakia"
"406","tokyo-2020","gold","Australia","Men","Canoe Sprint","Men's Kayak Double 1000m","AUS","Australia"
"407","tokyo-2020","silver","Germany","Men","Canoe Sprint","Men's Kayak Double 1000m","GER","Germany"
"408","tokyo-2020","bronze","Czech Republic","Men","Canoe Sprint","Men's Kayak Double 1000m","CZE","Czech Republic"
"409","tokyo-2020","gold","Lisa CARRINGTON","Women","Canoe Sprint","Women's Kayak Single 200m","NZL","New Zealand"
"410","tokyo-2020","bronze","Emma JORGENSEN","Women","Canoe Sprint","Women's Kayak Single 200m","DEN","Denmark"
"411","tokyo-2020","silver","Teresa PORTELA","Women","Canoe Sprint","Women's Kayak Single 200m","ESP","Spain"
"412","tokyo-2020","gold","People's Republic of China","Women","Canoe Sprint","Women's Canoe Double 500m","CHN","People's Republic of China"
"413","tokyo-2020","silver","Ukraine","Women","Canoe Sprint","Women's Canoe Double 500m","UKR","Ukraine"
"414","tokyo-2020","bronze","Canada","Women","Canoe Sprint","Women's Canoe Double 500m","CAN","Canada"
"415","tokyo-2020","gold","Lisa CARRINGTON","Women","Canoe Sprint","Women's Kayak Single 500m","NZL","New Zealand"
"416","tokyo-2020","silver","Tamara CSIPES","Women","Canoe Sprint","Women's Kayak Single 500m","HUN","Hungary"
"417","tokyo-2020","bronze","Emma JORGENSEN","Women","Canoe Sprint","Women's Kayak Single 500m","DEN","Denmark"
"418","tokyo-2020","gold","Hungary","Women","Canoe Sprint","Women's Kayak Four 500m","HUN","Hungary"
